travel_time,id,kind,action,origin,destination,start_time,reward,reward_right,cost_table
0.65,0,Human,0,0,0,12,-0.65,-0.65,"-0.6493968306491891,-0.9354533546666669"
0.65,1,Human,0,0,0,35,-0.65,-0.65,"-0.7539665244218549,-1.0434310208270066"
0.55,2,Human,0,0,0,7,-0.55,-0.55,"-0.5444231796701665,-0.8169583616000002"
0.7,3,Human,0,0,0,44,-0.7,-0.7,"-0.792517746698194,-1.0973145113548164"
0.6333333333333333,4,Human,0,0,0,28,-0.6333333333333333,-0.6333333333333333,"-0.7011864058865072,-0.9921999441302872"
0.4666666666666667,5,Human,0,0,0,3,-0.4666666666666667,-0.4666666666666667,"-0.4663708815266135,-0.7371989760000001"
0.7333333333333333,6,Human,0,0,0,40,-0.7333333333333333,-0.7333333333333333,"-0.8295661874842026,-1.130287696770062"
0.6833333333333333,7,Human,0,0,0,22,-0.6833333333333333,-0.6833333333333333,"-0.721526920649118,-1.0595500897621335"
0.6666666666666666,8,Human,0,0,0,49,-0.6666666666666666,-0.6666666666666666,"-0.80733439265015,-1.0689794204229794"
0.6333333333333333,9,Human,0,0,0,18,-0.6333333333333333,-0.6333333333333333,"-0.6422022487250493,-0.963189659306667"
0.5666666666666667,10,Human,0,0,0,10,-0.5666666666666667,-0.5666666666666667,"-0.5666793174445609,-0.8328331434666669"
0.6833333333333333,11,Human,0,0,0,50,-0.6833333333333333,-0.6833333333333333,"-0.7558363240052353,-1.0375417508653366"
0.6333333333333333,12,Human,0,0,0,15,-0.6333333333333333,-0.6333333333333333,"-0.6383431208526208,-0.9068054647466669"
0.65,13,Human,0,0,0,20,-0.65,-0.65,"-0.6603515847610879,-0.9040933973333336"
0.65,14,Human,0,0,0,25,-0.65,-0.65,"-0.7476288485045911,-0.9834338749814104"
0.65,15,Human,0,0,0,30,-0.65,-0.65,"-0.7276597322273403,-0.9976794485473283"
0.5,16,Human,0,0,0,5,-0.5,-0.5,"-0.507401197337742,-0.7604876800000002"
0.65,17,Human,0,0,0,32,-0.65,-0.65,"-0.7360757620753501,-0.9839001560459948"
0.55,18,Human,0,0,0,8,-0.55,-0.55,"-0.5534243380222809,-0.8100572074666669"
0.6833333333333333,19,Human,0,0,0,38,-0.6833333333333333,-0.6833333333333333,"-0.7782524440165491,-1.087270530734599"
