travel_time,id,kind,action,origin,destination,start_time,reward,reward_right,cost_table
0.65,0,Human,0,0,0,12,-0.65,-0.65,"-0.6499999999987789,-0.6657066666666668"
0.65,1,Human,0,0,0,35,-0.65,-0.65,"-0.6500000000003114,-0.7150080000000002"
0.55,2,Human,0,0,0,7,-0.55,-0.55,"-0.5499999999993866,0.0"
0.7,3,Human,0,0,0,44,-0.7,-0.7,"-0.7000000000003641,-0.7581013333333334"
0.6333333333333333,4,Human,0,0,0,28,-0.6333333333333333,-0.6333333333333333,"-0.6333333333337648,-0.6903573333333335"
0.4666666666666667,5,Human,0,0,0,3,-0.4666666666666667,-0.4666666666666667,"-0.4666666666663076,0.0"
0.7333333333333333,6,Human,0,0,0,40,-0.7333333333333333,-0.7333333333333333,"-0.7333333333335055,-0.7745333333333334"
0.6833333333333333,7,Human,0,0,0,22,-0.6833333333333333,-0.6833333333333333,"-0.6833333333325609,0.0"
0.6666666666666666,8,Human,0,0,0,49,-0.6666666666666666,-0.6666666666666666,"-0.6666666666667219,-0.7430293333333335"
0.6333333333333333,9,Human,0,0,0,18,-0.6333333333333333,-0.6333333333333333,"-0.6333333333327964,0.0"
0.5666666666666667,10,Human,0,0,0,10,-0.5666666666666667,-0.5666666666666667,"-0.5666666666656022,-0.5724266666666668"
0.6833333333333333,11,Human,0,0,0,50,-0.6833333333333333,-0.6833333333333333,"-0.6833333333333498,-0.7515680000000001"
0.6333333333333333,12,Human,0,0,0,15,-0.6333333333333333,-0.6333333333333333,"-0.6333333333327201,0.0"
0.65,13,Human,0,0,0,20,-0.65,-0.65,"-0.6499999999983146,-0.7142133333333334"
0.65,14,Human,0,0,0,25,-0.65,-0.65,"-0.650000000001318,0.0"
0.65,15,Human,0,0,0,30,-0.65,-0.65,"-0.6500000000000448,-0.7063413333333335"
0.5,16,Human,0,0,0,5,-0.5,-0.5,"-0.49999999999906064,-0.56464"
0.65,17,Human,0,0,0,32,-0.65,-0.65,"-0.6500000000013694,0.0"
0.55,18,Human,0,0,0,8,-0.55,-0.55,"-0.5499999999995768,0.0"
0.6833333333333333,19,Human,0,0,0,38,-0.6833333333333333,-0.6833333333333333,"-0.6833333333343747,0.0"
