travel_time,id,kind,action,origin,destination,start_time,reward,reward_right,cost_table
0.65,0,Human,0,0,0,12,-0.65,-0.65,"-0.6500157413671054,-1.0227447473493336"
0.65,1,Human,0,0,0,35,-0.65,-0.65,"-0.659028236107741,-1.054985923537286"
0.55,2,Human,0,0,0,7,-0.55,-0.55,"-0.5490531727795335,-0.8933466509366614"
0.7,3,Human,0,0,0,44,-0.7,-0.7,"-0.70746343415511,-1.081871527620226"
0.6333333333333333,4,Human,0,0,0,28,-0.6333333333333333,-0.6333333333333333,"-0.6379988524638078,-1.003005408774827"
0.4666666666666667,5,Human,0,0,0,3,-0.4666666666666667,-0.4666666666666667,"-0.466666666666642,-0.845908333289472"
0.7333333333333333,6,Human,0,0,0,40,-0.7333333333333333,-0.7333333333333333,"-0.7321747471726383,-1.1439178299801727"
0.6833333333333333,7,Human,0,0,0,22,-0.6833333333333333,-0.6833333333333333,"-0.6843836714090097,-1.1232517273099563"
0.6666666666666666,8,Human,0,0,0,49,-0.6666666666666666,-0.6666666666666666,"-0.6739553101131862,-1.061114259188685"
0.6333333333333333,9,Human,0,0,0,18,-0.6333333333333333,-0.6333333333333333,"-0.6366682664278048,-0.9652830549333337"
0.5666666666666667,10,Human,0,0,0,10,-0.5666666666666667,-0.5666666666666667,"-0.5666666666670825,-0.9029228228608002"
0.6833333333333333,11,Human,0,0,0,50,-0.6833333333333333,-0.6833333333333333,"-0.6856057913953314,-1.0058956497875724"
0.6333333333333333,12,Human,0,0,0,15,-0.6333333333333333,-0.6333333333333333,"-0.6361361712466361,-0.9566916042200407"
0.65,13,Human,0,0,0,20,-0.65,-0.65,"-0.651326429517147,-1.0054979558277124"
0.65,14,Human,0,0,0,25,-0.65,-0.65,"-0.652901111142906,-1.0615858235454263"
0.65,15,Human,0,0,0,30,-0.65,-0.65,"-0.6519596812079946,-1.0113186008340893"
0.5,16,Human,0,0,0,5,-0.5,-0.5,"-0.5001519137824826,-0.908995657755307"
0.65,17,Human,0,0,0,32,-0.65,-0.65,"-0.6588628568117378,-1.0107026902839027"
0.55,18,Human,0,0,0,8,-0.55,-0.55,"-0.5500759568680834,-0.8834747300113068"
0.6833333333333333,19,Human,0,0,0,38,-0.6833333333333333,-0.6833333333333333,"-0.6865347881536792,-1.0569769423912962"
